EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,PerformanceRating,YearsAtCompany,JoinDate,ExitDate,Attrition
E0381,47,Male,HR,Analyst,116574,2,7,2020-07-24,,No
E0382,50,Male,HR,Senior Executive,91231,2,2,2021-12-04,,No
E0383,41,Male,Operations,Manager,88798,4,14,2019-05-24,,No
E0384,29,Male,Operations,Analyst,58334,3,3,2021-04-22,2025-09-02,Yes
E0385,53,Male,IT,Manager,75728,3,3,2018-10-25,,No
E0386,59,Male,Finance,Senior Executive,39000,4,8,2022-08-18,,No
E0387,50,Female,IT,Manager,36884,4,3,2018-04-19,,No
E0388,50,Female,Finance,Manager,48753,3,8,2019-05-07,,No
E0389,40,Male,IT,Executive,90023,5,7,2019-11-17,,No
E0390,37,Male,Sales,Analyst,92301,2,8,2021-10-24,,No
E0391,25,Male,Finance,Analyst,68987,3,1,2021-02-18,,No
E0392,32,Male,Operations,Manager,74072,3,5,2022-01-13,,No
E0393,44,Male,HR,Executive,80398,2,14,2024-03-15,,No
E0394,40,Female,Sales,Manager,105616,4,3,2019-11-06,,No
E0395,46,Female,Sales,Senior Executive,45447,4,1,2020-04-28,2021-06-05,Yes
E0396,44,Female,Finance,Analyst,71908,5,4,2018-02-16,,No
E0397,37,Female,Sales,Senior Executive,67453,5,13,2019-03-16,,No
E0398,23,Female,Operations,Analyst,97961,3,11,2021-11-08,,No
E0399,58,Male,Sales,Analyst,62815,3,14,2023-12-18,,No
E0400,50,Female,HR,Analyst,119392,3,10,2021-12-21,,No
E0401,43,Male,Finance,Analyst,70064,4,12,2020-05-03,,No
E0402,26,Male,Operations,Manager,98795,3,1,2018-12-19,,No
E0403,51,Female,HR,Manager,58417,3,7,2018-09-27,,No
E0404,43,Male,Operations,Executive,52478,3,7,2018-11-11,,No
E0405,28,Female,HR,Manager,64870,3,3,2023-05-26,,No
E0406,50,Female,Operations,Analyst,43569,2,4,2019-11-08,,No
E0407,30,Female,IT,Analyst,44973,5,14,2021-07-13,,No
E0408,43,Female,IT,Manager,41716,3,15,2023-03-15,,No
E0409,29,Female,IT,Manager,46655,2,10,2024-04-18,,No
E0410,35,Male,IT,Senior Executive,24584,3,7,2022-07-27,,No
E0411,48,Male,HR,Executive,80472,3,9,2022-07-04,2024-12-11,Yes
E0412,43,Male,IT,Manager,107262,4,6,2020-07-21,2022-12-16,Yes
E0413,41,Male,IT,Manager,25552,5,8,2021-05-27,,No
E0414,46,Male,IT,Analyst,92884,5,15,2022-02-03,,No
E0415,49,Female,Finance,Executive,66422,2,2,2019-12-22,,No
E0416,60,Female,Operations,Manager,57770,4,7,2024-07-05,,No
E0417,33,Female,Sales,Analyst,35152,3,9,2022-12-28,,No
E0418,56,Male,Operations,Senior Executive,43826,3,5,2024-02-06,,No
E0419,23,Male,HR,Manager,81681,5,2,2024-02-20,,No
E0420,59,Male,Finance,Analyst,96949,4,10,2020-03-26,,No
E0421,31,Male,HR,Executive,25432,5,7,2018-07-20,,No
E0422,38,Male,Sales,Analyst,101626,4,8,2018-06-22,,No
E0423,40,Male,Operations,Executive,20636,4,1,2019-03-11,,No
E0424,22,Female,IT,Executive,87082,4,10,2024-01-23,,No
E0425,56,Male,Sales,Senior Executive,58281,4,15,2020-04-26,,No
E0426,38,Male,Sales,Manager,95276,2,5,2025-01-23,,No
E0427,41,Male,Sales,Manager,47533,4,4,2019-03-16,,No
E0428,52,Female,HR,Analyst,43033,2,8,2022-10-28,,No
E0429,38,Female,HR,Manager,69034,4,12,2019-11-14,,No
E0430,32,Male,IT,Executive,68207,2,0,2019-06-29,2025-09-01,Yes
E0431,46,Male,HR,Executive,112695,4,13,2020-11-08,,No
E0432,23,Female,Operations,Manager,30478,2,5,2019-01-25,,No
E0433,52,Male,Operations,Manager,88141,5,10,2022-06-01,,No
E0434,49,Male,Operations,Executive,62434,3,7,2023-11-30,,No
E0435,42,Female,Finance,Senior Executive,85561,2,2,2019-06-29,2022-02-26,Yes
E0436,31,Female,Operations,Analyst,87743,4,13,2023-01-31,,No
E0437,42,Female,Sales,Senior Executive,92533,4,2,2021-12-17,2023-11-19,Yes
E0438,35,Male,IT,Manager,51252,2,15,2021-11-12,2024-10-15,Yes
E0439,52,Female,Operations,Executive,69285,5,5,2022-01-23,2025-11-29,Yes
E0440,42,Female,IT,Executive,95444,3,11,2021-08-23,,No
E0441,22,Female,Operations,Executive,100170,3,10,2021-11-25,,No
E0442,24,Female,Operations,Analyst,74432,4,3,2023-04-16,2025-04-05,Yes
E0443,25,Male,HR,Executive,28900,3,9,2022-11-08,,No
E0444,23,Male,Operations,Senior Executive,32590,2,1,2020-12-02,,No
E0445,35,Female,Sales,Manager,106359,2,14,2018-12-16,2022-06-26,Yes
E0446,48,Female,IT,Analyst,119148,3,5,2022-05-19,,No
E0447,58,Female,HR,Executive,103337,2,12,2022-04-02,2023-02-04,Yes
E0448,46,Male,Sales,Analyst,28362,2,5,2019-07-25,,No
E0449,60,Male,IT,Analyst,117319,2,2,2019-12-19,,No
E0450,41,Female,IT,Manager,102152,5,13,2021-03-18,,No
E0451,35,Male,Sales,Executive,47686,3,12,2020-12-21,2026-01-19,Yes
E0452,59,Male,Sales,Analyst,67697,2,2,2018-08-10,2025-09-16,Yes
E0453,36,Male,Finance,Senior Executive,54540,5,9,2022-09-25,2022-12-24,Yes
E0454,27,Male,Sales,Manager,113974,2,7,2018-11-04,,No
E0455,29,Female,Finance,Analyst,33621,2,13,2021-12-28,2023-08-21,Yes
E0456,33,Male,Finance,Executive,115740,5,12,2022-09-20,,No
E0457,43,Male,Finance,Manager,112449,4,3,2019-04-16,2024-03-08,Yes
E0458,31,Female,Finance,Analyst,71127,3,11,2021-11-14,,No
E0459,26,Male,Sales,Analyst,36465,3,7,2024-08-10,,No
E0460,33,Female,IT,Manager,77045,2,6,2025-02-03,,No
E0461,47,Female,IT,Executive,69613,5,9,2021-11-22,,No
E0462,23,Male,HR,Executive,64802,5,11,2018-11-12,,No
E0463,57,Male,Operations,Executive,111982,4,8,2020-06-21,,No
E0464,60,Female,Sales,Manager,68503,5,3,2022-01-08,2025-03-04,Yes
E0465,39,Male,HR,Analyst,117825,3,10,2020-04-19,,No
E0466,30,Male,HR,Executive,105474,4,10,2022-12-17,,No
E0467,26,Male,HR,Analyst,106898,5,8,2019-09-28,,No
E0468,44,Male,Sales,Senior Executive,119414,5,0,2024-02-05,,No
E0469,47,Male,IT,Manager,68827,5,11,2019-08-20,,No
E0470,32,Male,Sales,Manager,88954,2,5,2021-01-23,,No
E0471,41,Female,Sales,Analyst,62806,5,6,2019-05-16,,No
E0472,49,Female,Operations,Analyst,33151,3,4,2018-07-31,,No
E0473,23,Female,IT,Manager,28534,4,9,2024-01-17,,No
E0474,54,Male,IT,Manager,25497,4,5,2024-12-04,2025-08-01,Yes
E0475,36,Male,HR,Senior Executive,40303,2,4,2021-07-13,,No
E0476,23,Male,Finance,Manager,119466,2,13,2022-06-06,,No
E0477,31,Male,Finance,Executive,70996,4,1,2022-12-20,,No
E0478,42,Male,Operations,Analyst,116159,5,9,2019-04-16,,No
E0479,56,Male,Sales,Senior Executive,65552,2,0,2019-09-16,,No
E0480,30,Male,Sales,Analyst,46203,2,14,2023-08-24,,No
E0481,58,Male,Operations,Manager,48496,4,3,2019-12-07,2021-04-27,Yes
E0482,35,Female,Operations,Manager,90192,4,7,2023-11-28,2024-04-22,Yes
E0483,58,Female,IT,Senior Executive,45509,2,13,2019-05-18,,No
E0484,29,Male,Operations,Senior Executive,88743,2,11,2020-03-19,,No
E0485,31,Female,Operations,Analyst,63768,5,13,2022-05-26,,No
E0486,24,Male,HR,Manager,91877,3,12,2018-03-25,2020-04-24,Yes
E0487,35,Female,Finance,Manager,77820,4,0,2020-08-11,,No
E0488,37,Male,Finance,Manager,66239,4,0,2023-03-29,,No
E0489,24,Female,IT,Analyst,97156,3,12,2018-06-03,,No
E0490,58,Female,Operations,Executive,82531,2,4,2018-04-05,,No
E0491,29,Female,Finance,Manager,67119,2,4,2018-02-22,,No
E0492,57,Male,HR,Analyst,85943,2,13,2019-03-30,,No
E0493,47,Male,HR,Manager,52679,3,13,2024-01-09,,No
E0494,37,Female,Sales,Analyst,79117,3,9,2024-11-19,2025-01-18,Yes
E0495,37,Female,Finance,Senior Executive,22164,3,4,2019-02-06,,No
E0496,54,Male,Finance,Executive,109508,3,1,2021-12-27,,No
E0497,59,Male,Finance,Analyst,110460,3,15,2023-06-02,2024-10-30,Yes
E0498,58,Female,Finance,Executive,25033,2,2,2022-08-17,,No
E0499,55,Male,Operations,Analyst,119108,2,10,2018-03-04,2020-09-05,Yes
E0500,46,Female,Operations,Senior Executive,100595,4,11,2020-10-10,,No
